month,borough,day_type,trip_type,route_id,period,total_operating_time,total_mileage,average_speed
2025-02-01,Manhattan,2,LCL/LTD,M116,Off-Peak,1163222,6839392,5.88
2025-02-01,Manhattan,2,LCL/LTD,M116,Peak,484857,2768504,5.71
2025-02-01,Manhattan,1,LCL/LTD,M12,Off-Peak,1264777,9157691,7.24
2025-02-01,Manhattan,1,LCL/LTD,M12,Peak,641533,4359020,6.79
2025-02-01,Manhattan,2,LCL/LTD,M12,Off-Peak,437895,3304858,7.55
2025-02-01,Manhattan,2,LCL/LTD,M12,Peak,205574,1600042,7.78
2025-02-01,Manhattan,1,LCL/LTD,M125,Off-Peak,6265500,34732958,5.54
2025-02-01,Manhattan,1,LCL/LTD,M125,Peak,2686220,12959147,4.82
2025-02-01,Manhattan,2,LCL/LTD,M125,Off-Peak,1855197,11415110,6.15
2025-02-01,Manhattan,2,LCL/LTD,M125,Peak,695559,4158050,5.98
2025-02-01,Manhattan,1,SBS,M14A+,Off-Peak,4874027,28284552,5.8
2025-02-01,Manhattan,1,SBS,M14A+,Peak,2341013,12808562,5.47
2025-02-01,Manhattan,2,SBS,M14A+,Off-Peak,1574632,9133960,5.8
2025-02-01,Manhattan,2,SBS,M14A+,Peak,617618,3448361,5.58
2025-02-01,Manhattan,1,SBS,M14D+,Off-Peak,7249809,44737124,6.17
2025-02-01,Manhattan,1,SBS,M14D+,Peak,3988037,23278550,5.84
2025-02-01,Manhattan,2,SBS,M14D+,Off-Peak,1988670,12147300,6.11
2025-02-01,Manhattan,2,SBS,M14D+,Peak,759484,4503190,5.93
2025-02-01,Manhattan,1,LCL/LTD,M15,Off-Peak,12939066,83797340,6.48
2025-02-01,Manhattan,1,LCL/LTD,M15,Peak,5125323,28800914,5.62
2025-02-01,Manhattan,2,LCL/LTD,M15,Off-Peak,3419158,24505553,7.17
2025-02-01,Manhattan,2,LCL/LTD,M15,Peak,1129624,7297772,6.46
2025-02-01,Manhattan,1,SBS,M15+,Off-Peak,11915466,96737699,8.12
2025-02-01,Manhattan,1,SBS,M15+,Peak,7329327,58098208,7.93
2025-02-01,Manhattan,2,SBS,M15+,Off-Peak,3043079,26880131,8.83
2025-02-01,Manhattan,2,SBS,M15+,Peak,1276393,11344464,8.89
2025-02-01,Manhattan,1,LCL/LTD,M2,Off-Peak,10236780,66848666,6.53
2025-02-01,Manhattan,1,LCL/LTD,M2,Peak,5124127,32083585,6.26
2025-02-01,Manhattan,2,LCL/LTD,M2,Off-Peak,2542366,20423095,8.03
2025-02-01,Manhattan,2,LCL/LTD,M2,Peak,1039499,8045089,7.74
2025-02-01,Manhattan,1,LCL/LTD,M20,Off-Peak,3017798,18471024,6.12
2025-02-01,Manhattan,1,LCL/LTD,M20,Peak,1664954,9936209,5.97
2025-02-01,Manhattan,2,LCL/LTD,M20,Off-Peak,1272918,8472488,6.66
2025-02-01,Manhattan,2,LCL/LTD,M20,Peak,537010,3538206,6.59
2025-02-01,Manhattan,1,LCL/LTD,M21,Off-Peak,1244720,7153805,5.75
2025-02-01,Manhattan,1,LCL/LTD,M21,Peak,775980,4221216,5.44
2025-02-01,Manhattan,2,LCL/LTD,M21,Off-Peak,378446,2353748,6.22
2025-02-01,Manhattan,2,LCL/LTD,M21,Peak,159303,979740,6.15
2025-02-01,Manhattan,1,LCL/LTD,M22,Off-Peak,1923374,11460787,5.96
2025-02-01,Manhattan,1,LCL/LTD,M22,Peak,1121805,6214590,5.54
2025-02-01,Manhattan,2,LCL/LTD,M22,Off-Peak,491790,3160739,6.43
2025-02-01,Manhattan,2,LCL/LTD,M22,Peak,218341,1475258,6.76
2025-02-01,Manhattan,1,SBS,M23+,Off-Peak,4003862,25170318,6.29
2025-02-01,Manhattan,1,SBS,M23+,Peak,1878288,11258953,5.99
2025-02-01,Manhattan,2,SBS,M23+,Off-Peak,1124621,7119925,6.33
2025-02-01,Manhattan,2,SBS,M23+,Peak,408021,2592403,6.35
2025-02-01,Manhattan,1,LCL/LTD,M3,Off-Peak,12927228,71477708,5.53
2025-02-01,Manhattan,1,LCL/LTD,M3,Peak,6030688,33240596,5.51
2025-02-01,Manhattan,2,LCL/LTD,M3,Off-Peak,3246622,21871678,6.74
2025-02-01,Manhattan,2,LCL/LTD,M3,Peak,1287491,9260222,7.19
2025-02-01,Manhattan,1,LCL/LTD,M31,Off-Peak,5522917,28620058,5.18
2025-02-01,Manhattan,1,LCL/LTD,M31,Peak,3067709,14796655,4.82
2025-02-01,Manhattan,2,LCL/LTD,M31,Off-Peak,1535826,9214330,6
2025-02-01,Manhattan,2,LCL/LTD,M31,Peak,639340,3832510,5.99
2025-02-01,Manhattan,1,SBS,M34+,Off-Peak,2052965,11767082,5.73
2025-02-01,Manhattan,1,SBS,M34+,Peak,1048181,5655128,5.4
2025-02-01,Manhattan,2,SBS,M34+,Off-Peak,489129,2910463,5.95
2025-02-01,Manhattan,2,SBS,M34+,Peak,216055,1271916,5.89
2025-02-01,Manhattan,1,SBS,M34A+,Off-Peak,2442653,13172872,5.39
2025-02-01,Manhattan,1,SBS,M34A+,Peak,1350597,6943752,5.14
2025-02-01,Manhattan,2,SBS,M34A+,Off-Peak,668779,3942713,5.9
2025-02-01,Manhattan,2,SBS,M34A+,Peak,274914,1539526,5.6
2025-02-01,Manhattan,1,LCL/LTD,M4,Off-Peak,13687234,73246914,5.35
2025-02-01,Manhattan,1,LCL/LTD,M4,Peak,7622074,42291864,5.55
2025-02-01,Manhattan,2,LCL/LTD,M4,Off-Peak,2706802,17902177,6.61
2025-02-01,Manhattan,2,LCL/LTD,M4,Peak,1151465,7850419,6.82
2025-02-01,Manhattan,1,LCL/LTD,M42,Off-Peak,3913935,21452710,5.48
2025-02-01,Manhattan,1,LCL/LTD,M42,Peak,2153944,10891768,5.06
2025-02-01,Manhattan,2,LCL/LTD,M42,Off-Peak,918599,5418122,5.9
2025-02-01,Manhattan,2,LCL/LTD,M42,Peak,355182,1972242,5.55
2025-02-01,Manhattan,1,LCL/LTD,M5,Off-Peak,7766237,55066262,7.09
2025-02-01,Manhattan,1,LCL/LTD,M5,Peak,3505712,23118401,6.59
2025-02-01,Manhattan,2,LCL/LTD,M5,Off-Peak,2335593,17128138,7.33
2025-02-01,Manhattan,2,LCL/LTD,M5,Peak,1026321,7591399,7.4
2025-02-01,Manhattan,1,LCL/LTD,M50,Off-Peak,1999483,10692778,5.35
2025-02-01,Manhattan,1,LCL/LTD,M50,Peak,1086660,5340056,4.91
2025-02-01,Manhattan,2,LCL/LTD,M50,Off-Peak,372741,2299669,6.17
2025-02-01,Manhattan,2,LCL/LTD,M50,Peak,145372,883364.4,6.08
2025-02-01,Manhattan,1,LCL/LTD,M55,Off-Peak,2747265,17484491,6.36
2025-02-01,Manhattan,1,LCL/LTD,M55,Peak,1295876,7204450,5.56
2025-02-01,Manhattan,2,LCL/LTD,M55,Off-Peak,1007301,7247333,7.19
2025-02-01,Manhattan,2,LCL/LTD,M55,Peak,403353,2888658,7.16
2025-02-01,Manhattan,1,LCL/LTD,M57,Off-Peak,3313924,17297863,5.22
2025-02-01,Manhattan,1,LCL/LTD,M57,Peak,1946037,9466826,4.86
2025-02-01,Manhattan,2,LCL/LTD,M57,Off-Peak,945432,5384686,5.7
2025-02-01,Manhattan,2,LCL/LTD,M57,Peak,405515,2283034,5.63
2025-02-01,Manhattan,1,SBS,M60+,Off-Peak,8972434,101000000,11.26
2025-02-01,Manhattan,1,SBS,M60+,Peak,3697744,36657266,9.91
2025-02-01,Manhattan,2,SBS,M60+,Off-Peak,2978412,35270550,11.84
2025-02-01,Manhattan,2,SBS,M60+,Peak,980224,11037431,11.26
2025-02-01,Manhattan,1,LCL/LTD,M66,Off-Peak,3017680,17396338,5.76
2025-02-01,Manhattan,1,LCL/LTD,M66,Peak,2113482,11425842,5.41
2025-02-01,Manhattan,2,LCL/LTD,M66,Off-Peak,630830,4265690,6.76
2025-02-01,Manhattan,2,LCL/LTD,M66,Peak,260287,1685268,6.47
2025-02-01,Manhattan,1,LCL/LTD,M7,Off-Peak,8947328,53552189,5.99
2025-02-01,Manhattan,1,LCL/LTD,M7,Peak,3442941,18563789,5.39
2025-02-01,Manhattan,2,LCL/LTD,M7,Off-Peak,2704924,18161251,6.71
2025-02-01,Manhattan,2,LCL/LTD,M7,Peak,957341,6092107,6.36
2025-02-01,Manhattan,1,LCL/LTD,M72,Off-Peak,3188394,18351234,5.76
2025-02-01,Manhattan,1,LCL/LTD,M72,Peak,1469878,8428403,5.73
2025-02-01,Manhattan,2,LCL/LTD,M72,Off-Peak,773677,5191315,6.71
2025-02-01,Manhattan,2,LCL/LTD,M72,Peak,298844,1949350,6.52
2025-02-01,Manhattan,1,SBS,M79+,Off-Peak,4047065,29587216,7.31
2025-02-01,Manhattan,1,SBS,M79+,Peak,2290721,15808874,6.9
2025-02-01,Manhattan,2,SBS,M79+,Off-Peak,1177333,9132800,7.76
2025-02-01,Manhattan,2,SBS,M79+,Peak,414622,3241019,7.82
2025-02-01,Manhattan,1,LCL/LTD,M8,Off-Peak,1044778,5836388,5.59
2025-02-01,Manhattan,1,LCL/LTD,M8,Peak,750020,3926329,5.23
2025-02-01,Manhattan,2,LCL/LTD,M8,Off-Peak,302796,1720609,5.68
2025-02-01,Manhattan,2,LCL/LTD,M8,Peak,97241,554562,5.7
2025-02-01,Manhattan,1,SBS,M86+,Off-Peak,5286485,33779275,6.39
2025-02-01,Manhattan,1,SBS,M86+,Peak,2981550,17803267,5.97
2025-02-01,Manhattan,2,SBS,M86+,Off-Peak,1532922,10362956,6.76
2025-02-01,Manhattan,2,SBS,M86+,Peak,536180,3558107,6.64
2025-02-01,Manhattan,1,LCL/LTD,M9,Off-Peak,4044910,24909214,6.16
2025-02-01,Manhattan,1,LCL/LTD,M9,Peak,2473780,14877734,6.01
2025-02-01,Manhattan,2,LCL/LTD,M9,Off-Peak,981288,6678792,6.81
2025-02-01,Manhattan,2,LCL/LTD,M9,Peak,369237,2625984,7.11
2025-02-01,Manhattan,1,LCL/LTD,M96,Off-Peak,3947754,25987450,6.58
2025-02-01,Manhattan,1,LCL/LTD,M96,Peak,2477133,14649340,5.91
2025-02-01,Manhattan,2,LCL/LTD,M96,Off-Peak,865361,6242339,7.21
2025-02-01,Manhattan,2,LCL/LTD,M96,Peak,340366,2348636,6.9
2025-02-01,Manhattan,1,LCL/LTD,M98,Off-Peak,712465,7016465,9.85
2025-02-01,Manhattan,1,LCL/LTD,M98,Peak,1408324,11916533,8.46
2025-02-01,Queens,1,LCL/LTD,Q1,Off-Peak,3187859,30168022,9.46
2025-02-01,Queens,1,LCL/LTD,Q1,Peak,1614549,13436608,8.32
2025-02-01,Queens,2,LCL/LTD,Q1,Off-Peak,970403,9710298,10.01
2025-02-01,Queens,2,LCL/LTD,Q1,Peak,381376,3726763,9.77
2025-02-01,Queens,1,LCL/LTD,Q10,Off-Peak,8222437,71182735,8.66
2025-02-01,Queens,1,LCL/LTD,Q10,Peak,3841506,28664485,7.46
2025-02-01,Queens,2,LCL/LTD,Q10,Off-Peak,2815339,25228908,8.96
2025-02-01,Queens,2,LCL/LTD,Q10,Peak,1011612,8764139,8.66
2025-02-01,Queens,1,LCL/LTD,Q100,Off-Peak,2949684,35639140,12.08
2025-02-01,Queens,1,LCL/LTD,Q100,Peak,1250733,14155168,11.32
2025-02-01,Queens,2,LCL/LTD,Q100,Off-Peak,1306990,16108589,12.32
2025-02-01,Queens,2,LCL/LTD,Q100,Peak,441673,5409180,12.25
2025-02-01,Queens,1,LCL/LTD,Q101,Off-Peak,3051016,28192954,9.24
2025-02-01,Queens,1,LCL/LTD,Q101,Peak,1709960,13913827,8.14
2025-02-01,Queens,2,LCL/LTD,Q101,Off-Peak,942212,9134021,9.69
2025-02-01,Queens,2,LCL/LTD,Q101,Peak,345665,3168785,9.17
2025-02-01,Queens,1,LCL/LTD,Q102,Off-Peak,2434754,19440979,7.98
2025-02-01,Queens,1,LCL/LTD,Q102,Peak,1314237,9767995,7.43
2025-02-01,Queens,2,LCL/LTD,Q102,Off-Peak,855568,7447590,8.7
2025-02-01,Queens,2,LCL/LTD,Q102,Peak,334157,2878164,8.61
2025-02-01,Queens,1,LCL/LTD,Q103,Off-Peak,1101585,9033127,8.2
2025-02-01,Queens,1,LCL/LTD,Q103,Peak,891371,6852532,7.69
2025-02-01,Queens,2,LCL/LTD,Q103,Off-Peak,317499,2622982,8.26
2025-02-01,Queens,2,LCL/LTD,Q103,Peak,169239,1489957,8.8
2025-02-01,Queens,1,LCL/LTD,Q104,Off-Peak,1182044,7745980,6.55
2025-02-01,Queens,1,LCL/LTD,Q104,Peak,732579,4563900,6.23
2025-02-01,Queens,2,LCL/LTD,Q104,Off-Peak,378692,2272248,6
2025-02-01,Queens,2,LCL/LTD,Q104,Peak,148352,964609.2,6.5
2025-02-01,Queens,1,LCL/LTD,Q109,Off-Peak,8645618,151000000,17.49
2025-02-01,Queens,1,LCL/LTD,Q109,Peak,3099660,53361176,17.22
2025-02-01,Queens,2,LCL/LTD,Q109,Off-Peak,3478827,59132740,17
2025-02-01,Queens,2,LCL/LTD,Q109,Peak,1096735,18711695,17.06
2025-02-01,Queens,1,LCL/LTD,Q11,Off-Peak,2933264,32560016,11.1
2025-02-01,Queens,1,LCL/LTD,Q11,Peak,2044696,19825942,9.7
2025-02-01,Queens,2,LCL/LTD,Q11,Off-Peak,775445,9239947,11.92
2025-02-01,Queens,2,LCL/LTD,Q11,Peak,321692,3725438,11.58
2025-02-01,Queens,1,LCL/LTD,Q110,Off-Peak,5057537,44271403,8.75
2025-02-01,Queens,1,LCL/LTD,Q110,Peak,2777122,22484513,8.1
2025-02-01,Queens,2,LCL/LTD,Q110,Off-Peak,1528677,13771750,9.01
2025-02-01,Queens,2,LCL/LTD,Q110,Peak,534347,4607428,8.62
2025-02-01,Queens,1,LCL/LTD,Q111,Off-Peak,8623820,70550489,8.18
2025-02-01,Queens,1,LCL/LTD,Q111,Peak,4310557,31131853,7.22
2025-02-01,Queens,2,LCL/LTD,Q111,Off-Peak,2695640,24192529,8.97
2025-02-01,Queens,2,LCL/LTD,Q111,Peak,976598,8461012,8.66
2025-02-01,Queens,1,LCL/LTD,Q112,Off-Peak,3690262,24163693,6.55
2025-02-01,Queens,1,LCL/LTD,Q112,Peak,2617727,16343777,6.24
2025-02-01,Queens,2,LCL/LTD,Q112,Off-Peak,1109116,7083360,6.39
2025-02-01,Queens,2,LCL/LTD,Q112,Peak,498756,3291988,6.6
2025-02-01,Queens,1,LCL/LTD,Q113,Off-Peak,1397751,14271430,10.21
2025-02-01,Queens,1,LCL/LTD,Q113,Peak,919576,8861810,9.64
2025-02-01,Queens,2,LCL/LTD,Q113,Off-Peak,396657,4341931,10.95
2025-02-01,Queens,2,LCL/LTD,Q113,Peak,181026,1993018,11.01
2025-02-01,Queens,1,LCL/LTD,Q114,Off-Peak,2695949,27477961,10.19
2025-02-01,Queens,1,LCL/LTD,Q114,Peak,1089731,9676613,8.88
2025-02-01,Queens,2,LCL/LTD,Q114,Off-Peak,907883,9786766,10.78
2025-02-01,Queens,2,LCL/LTD,Q114,Peak,270712,2813216,10.39
2025-02-01,Queens,1,LCL/LTD,Q12,Off-Peak,5696114,54254794,9.52
2025-02-01,Queens,1,LCL/LTD,Q12,Peak,2417976,20983018,8.68
2025-02-01,Queens,2,LCL/LTD,Q12,Off-Peak,1957668,19050797,9.73
2025-02-01,Queens,2,LCL/LTD,Q12,Peak,771161,7308857,9.48
2025-02-01,Queens,1,LCL/LTD,Q13,Off-Peak,4086913,35845103,8.77
2025-02-01,Queens,1,LCL/LTD,Q13,Peak,2189018,18134777,8.28
2025-02-01,Queens,2,LCL/LTD,Q13,Off-Peak,1395754,11694326,8.38
2025-02-01,Queens,2,LCL/LTD,Q13,Peak,549279,4576334,8.33
2025-02-01,Queens,1,LCL/LTD,Q15,Off-Peak,1348328,13552092,10.05
2025-02-01,Queens,1,LCL/LTD,Q15,Peak,778622,7350797,9.44
2025-02-01,Queens,2,LCL/LTD,Q15,Off-Peak,352112,3429454,9.74
2025-02-01,Queens,2,LCL/LTD,Q15,Peak,165385,1545790,9.35
2025-02-01,Queens,1,LCL/LTD,Q15A,Off-Peak,1418488,14215061,10.02
2025-02-01,Queens,1,LCL/LTD,Q15A,Peak,913886,8440438,9.24
2025-02-01,Queens,2,LCL/LTD,Q15A,Off-Peak,379418,3768419,9.93
2025-02-01,Queens,2,LCL/LTD,Q15A,Peak,167224,1539454,9.21
2025-02-01,Queens,1,LCL/LTD,Q16,Off-Peak,2016435,21681241,10.75
2025-02-01,Queens,1,LCL/LTD,Q16,Peak,1302564,12810902,9.84
2025-02-01,Queens,2,LCL/LTD,Q16,Off-Peak,674324,7189528,10.66
2025-02-01,Queens,2,LCL/LTD,Q16,Peak,256205,2712344,10.59
2025-02-01,Queens,1,LCL/LTD,Q17,Off-Peak,9618018,84658388,8.8
2025-02-01,Queens,1,LCL/LTD,Q17,Peak,5382300,43377264,8.06
2025-02-01,Queens,2,LCL/LTD,Q17,Off-Peak,3269811,29473927,9.01
2025-02-01,Queens,2,LCL/LTD,Q17,Peak,1463927,13002509,8.88
2025-02-01,Queens,1,LCL/LTD,Q18,Off-Peak,4256773,28952741,6.8
2025-02-01,Queens,1,LCL/LTD,Q18,Peak,2861998,17778524,6.21
2025-02-01,Queens,2,LCL/LTD,Q18,Off-Peak,1186338,8530985,7.19
2025-02-01,Queens,2,LCL/LTD,Q18,Peak,507987,3570577,7.03
2025-02-01,Queens,1,LCL/LTD,Q19,Off-Peak,2400260,22792961,9.5
2025-02-01,Queens,1,LCL/LTD,Q19,Peak,1357354,12120397,8.93
2025-02-01,Queens,2,LCL/LTD,Q19,Off-Peak,552858,5490986,9.93
2025-02-01,Queens,2,LCL/LTD,Q19,Peak,273008,2741411,10.04
2025-02-01,Queens,1,LCL/LTD,Q2,Off-Peak,3917588,36483606,9.31
2025-02-01,Queens,1,LCL/LTD,Q2,Peak,1897024,15539562,8.19
2025-02-01,Queens,2,LCL/LTD,Q2,Off-Peak,1171390,11729765,10.01
2025-02-01,Queens,2,LCL/LTD,Q2,Peak,421565,4080730,9.68
2025-02-01,Queens,1,LCL/LTD,Q20A,Off-Peak,6456266,50397224,7.81
2025-02-01,Queens,1,LCL/LTD,Q20A,Peak,2684142,18594065,6.93
2025-02-01,Queens,2,LCL/LTD,Q20A,Off-Peak,3019435,24030238,7.96
2025-02-01,Queens,2,LCL/LTD,Q20A,Peak,1158777,9205996,7.94
2025-02-01,Queens,1,LCL/LTD,Q20B,Off-Peak,4871227,36788972,7.55
2025-02-01,Queens,1,LCL/LTD,Q20B,Peak,2485481,17263746,6.95
2025-02-01,Queens,1,LCL/LTD,Q21,Off-Peak,1727823,18982642,10.99
2025-02-01,Queens,1,LCL/LTD,Q21,Peak,751602,7325442,9.75
2025-02-01,Queens,2,LCL/LTD,Q21,Off-Peak,657404,7158737,10.89
2025-02-01,Queens,2,LCL/LTD,Q21,Peak,294149,3190331,10.85
2025-02-01,Queens,1,LCL/LTD,Q22,Off-Peak,6237069,61029508,9.78
2025-02-01,Queens,1,LCL/LTD,Q22,Peak,2803153,25311989,9.03
2025-02-01,Queens,2,LCL/LTD,Q22,Off-Peak,2034494,21207330,10.42
2025-02-01,Queens,2,LCL/LTD,Q22,Peak,793468,8283924,10.44
2025-02-01,Queens,1,LCL/LTD,Q23,Off-Peak,7663264,51099800,6.67
2025-02-01,Queens,1,LCL/LTD,Q23,Peak,4508362,26613302,5.9
2025-02-01,Queens,2,LCL/LTD,Q23,Off-Peak,2734873,18005400,6.58
2025-02-01,Queens,2,LCL/LTD,Q23,Peak,1116538,7221510,6.47
2025-02-01,Queens,1,LCL/LTD,Q24,Off-Peak,5283291,39699436,7.51
2025-02-01,Queens,1,LCL/LTD,Q24,Peak,2782591,18936202,6.81
2025-02-01,Queens,2,LCL/LTD,Q24,Off-Peak,1597792,13181202,8.25
2025-02-01,Queens,2,LCL/LTD,Q24,Peak,582242,4689058,8.05
2025-02-01,Queens,1,LCL/LTD,Q25,Off-Peak,8827860,67595684,7.66
2025-02-01,Queens,1,LCL/LTD,Q25,Peak,5986610,42191122,7.05
2025-02-01,Queens,2,LCL/LTD,Q25,Off-Peak,2731275,20022206,7.33
2025-02-01,Queens,2,LCL/LTD,Q25,Peak,956894,6791645,7.1
2025-02-01,Queens,1,LCL/LTD,Q26,Off-Peak,408115,4225820,10.35
2025-02-01,Queens,1,LCL/LTD,Q26,Peak,814563,7421893,9.11
2025-02-01,Queens,1,LCL/LTD,Q27,Off-Peak,15588811,152000000,9.72
2025-02-01,Queens,1,LCL/LTD,Q27,Peak,7841218,71248291,9.09
2025-02-01,Queens,2,LCL/LTD,Q27,Off-Peak,3780795,38167956,10.1
2025-02-01,Queens,2,LCL/LTD,Q27,Peak,1830183,18210258,9.95
2025-02-01,Queens,1,LCL/LTD,Q28,Off-Peak,5022645,47723998,9.5
2025-02-01,Queens,1,LCL/LTD,Q28,Peak,2792125,24743869,8.86
2025-02-01,Queens,2,LCL/LTD,Q28,Off-Peak,1394160,13574776,9.74
2025-02-01,Queens,2,LCL/LTD,Q28,Peak,604864,5704873,9.43
2025-02-01,Queens,1,LCL/LTD,Q29,Off-Peak,2684381,20257394,7.55
2025-02-01,Queens,1,LCL/LTD,Q29,Peak,1728194,11596334,6.71
2025-02-01,Queens,2,LCL/LTD,Q29,Off-Peak,838889,6578917,7.84
2025-02-01,Queens,2,LCL/LTD,Q29,Peak,364363,2729675,7.49
2025-02-01,Queens,1,LCL/LTD,Q3,Off-Peak,8854596,95059300,10.74
2025-02-01,Queens,1,LCL/LTD,Q3,Peak,3384419,33007241,9.75
2025-02-01,Queens,2,LCL/LTD,Q3,Off-Peak,2613431,30094646,11.52
2025-02-01,Queens,2,LCL/LTD,Q3,Peak,822927,9269449,11.26
2025-02-01,Queens,1,LCL/LTD,Q30,Off-Peak,7609372,73242886,9.63
2025-02-01,Queens,1,LCL/LTD,Q30,Peak,3715937,31871023,8.58
2025-02-01,Queens,2,LCL/LTD,Q30,Off-Peak,1114679,12313757,11.05
2025-02-01,Queens,2,LCL/LTD,Q30,Peak,483841,5259046,10.87
2025-02-01,Queens,1,LCL/LTD,Q31,Off-Peak,4604820,40307166,8.75
2025-02-01,Queens,1,LCL/LTD,Q31,Peak,2590405,21092659,8.14
2025-02-01,Queens,2,LCL/LTD,Q31,Off-Peak,560131,5244624,9.36
2025-02-01,Queens,2,LCL/LTD,Q31,Peak,276219,2590567,9.38
2025-02-01,Queens,1,LCL/LTD,Q32,Off-Peak,8455980,54975488,6.5
2025-02-01,Queens,1,LCL/LTD,Q32,Peak,4210620,25384658,6.03
2025-02-01,Queens,2,LCL/LTD,Q32,Off-Peak,2699521,18636973,6.9
2025-02-01,Queens,2,LCL/LTD,Q32,Peak,1203515,8234208,6.84
2025-02-01,Queens,1,LCL/LTD,Q33,Off-Peak,3475020,22839480,6.57
2025-02-01,Queens,1,LCL/LTD,Q33,Peak,1378081,8179668,5.94
2025-02-01,Queens,2,LCL/LTD,Q33,Off-Peak,1114474,7408548,6.65
2025-02-01,Queens,2,LCL/LTD,Q33,Peak,362178,2266020,6.26
2025-02-01,Queens,1,LCL/LTD,Q34,Off-Peak,4565944,32976742,7.22
2025-02-01,Queens,1,LCL/LTD,Q34,Peak,1898299,13056412,6.88
2025-02-01,Queens,1,LCL/LTD,Q35,Off-Peak,3758691,63340038,16.85
2025-02-01,Queens,1,LCL/LTD,Q35,Peak,1942735,29890890,15.39
2025-02-01,Queens,2,LCL/LTD,Q35,Off-Peak,1647924,27866920,16.91
2025-02-01,Queens,2,LCL/LTD,Q35,Peak,599213,9983480,16.66
2025-02-01,Queens,1,LCL/LTD,Q36,Off-Peak,5562905,55480273,9.97
2025-02-01,Queens,1,LCL/LTD,Q36,Peak,3067338,29166980,9.51
2025-02-01,Queens,2,LCL/LTD,Q36,Off-Peak,1189327,12258767,10.31
2025-02-01,Queens,2,LCL/LTD,Q36,Peak,424187,4271249,10.07
2025-02-01,Queens,1,LCL/LTD,Q37,Off-Peak,3845243,33358424,8.68
2025-02-01,Queens,1,LCL/LTD,Q37,Peak,2753489,21596270,7.84
2025-02-01,Queens,2,LCL/LTD,Q37,Off-Peak,868125,7565368,8.71
2025-02-01,Queens,2,LCL/LTD,Q37,Peak,404295,3544808,8.77
2025-02-01,Queens,1,LCL/LTD,Q38,Off-Peak,4443744,37341731,8.4
2025-02-01,Queens,1,LCL/LTD,Q38,Peak,2889185,21557232,7.46
2025-02-01,Queens,2,LCL/LTD,Q38,Off-Peak,1161461,10343754,8.91
2025-02-01,Queens,2,LCL/LTD,Q38,Peak,529260,4556657,8.61
2025-02-01,Queens,1,LCL/LTD,Q39,Off-Peak,5055427,42965503,8.5
2025-02-01,Queens,1,LCL/LTD,Q39,Peak,3088464,23370224,7.57
2025-02-01,Queens,2,LCL/LTD,Q39,Off-Peak,1175529,11253157,9.57
2025-02-01,Queens,2,LCL/LTD,Q39,Peak,324848,2961252,9.12
2025-02-01,Queens,1,LCL/LTD,Q4,Off-Peak,5044628,43082305,8.54
2025-02-01,Queens,1,LCL/LTD,Q4,Peak,3279874,25526570,7.78
2025-02-01,Queens,2,LCL/LTD,Q4,Off-Peak,1289702,11311178,8.77
2025-02-01,Queens,2,LCL/LTD,Q4,Peak,480426,4046393,8.42
2025-02-01,Queens,1,LCL/LTD,Q40,Off-Peak,2422914,17666240,7.29
2025-02-01,Queens,1,LCL/LTD,Q40,Peak,1196511,7420115,6.2
2025-02-01,Queens,2,LCL/LTD,Q40,Off-Peak,712037,5595052,7.86
2025-02-01,Queens,2,LCL/LTD,Q40,Peak,275984,2095445,7.59
2025-02-01,Queens,1,LCL/LTD,Q41,Off-Peak,4258784,37184616,8.73
2025-02-01,Queens,1,LCL/LTD,Q41,Peak,2458251,19621271,7.98
2025-02-01,Queens,2,LCL/LTD,Q41,Off-Peak,986847,9234958,9.36
2025-02-01,Queens,2,LCL/LTD,Q41,Peak,397573,3610044,9.08
2025-02-01,Queens,1,LCL/LTD,Q42,Off-Peak,661784,6303031,9.52
2025-02-01,Queens,1,LCL/LTD,Q42,Peak,560363,4629035,8.26
2025-02-01,Queens,1,LCL/LTD,Q43,Off-Peak,7947576,72648515,9.14
2025-02-01,Queens,1,LCL/LTD,Q43,Peak,3992519,36019652,9.02
2025-02-01,Queens,2,LCL/LTD,Q43,Off-Peak,2152537,20118614,9.35
2025-02-01,Queens,2,LCL/LTD,Q43,Peak,855985,7862630,9.19
2025-02-01,Queens,1,SBS,Q44+,Off-Peak,18243926,185000000,10.16
2025-02-01,Queens,1,SBS,Q44+,Peak,7111965,65494040,9.21
2025-02-01,Queens,2,SBS,Q44+,Off-Peak,4865229,52953725,10.88
2025-02-01,Queens,2,SBS,Q44+,Peak,1759184,18600019,10.57
2025-02-01,Queens,1,LCL/LTD,Q46,Off-Peak,10532541,127000000,12.01
2025-02-01,Queens,1,LCL/LTD,Q46,Peak,6326476,72210197,11.41
2025-02-01,Queens,2,LCL/LTD,Q46,Off-Peak,2682386,34215548,12.76
2025-02-01,Queens,2,LCL/LTD,Q46,Peak,1087313,13465717,12.38
2025-02-01,Queens,1,LCL/LTD,Q47,Off-Peak,4775667,34540520,7.23
2025-02-01,Queens,1,LCL/LTD,Q47,Peak,3663579,23948831,6.54
2025-02-01,Queens,2,LCL/LTD,Q47,Off-Peak,1019407,7333362,7.19
2025-02-01,Queens,2,LCL/LTD,Q47,Peak,477071,3370234,7.06
2025-02-01,Queens,1,LCL/LTD,Q48,Off-Peak,1892249,28320642,14.97
2025-02-01,Queens,1,LCL/LTD,Q48,Peak,835057,10979240,13.15
