month,borough,day_type,trip_type,route_id,period,total_operating_time,total_mileage,average_speed
2025-01-01,Queens,2,LCL/LTD,Q24,Peak,528128,4424335,8.38
2025-01-01,Queens,1,LCL/LTD,Q25,Off-Peak,9535151,73893762,7.75
2025-01-01,Queens,1,LCL/LTD,Q25,Peak,6554764,46160251,7.04
2025-01-01,Queens,2,LCL/LTD,Q25,Off-Peak,2400272,18052387,7.52
2025-01-01,Queens,2,LCL/LTD,Q25,Peak,848694,6056676,7.14
2025-01-01,Queens,1,LCL/LTD,Q26,Off-Peak,498228,4998776,10.03
2025-01-01,Queens,1,LCL/LTD,Q26,Peak,984701,8903614,9.04
2025-01-01,Queens,1,LCL/LTD,Q27,Off-Peak,17816077,174000000,9.78
2025-01-01,Queens,1,LCL/LTD,Q27,Peak,9090134,83464135,9.18
2025-01-01,Queens,2,LCL/LTD,Q27,Off-Peak,3615208,36701222,10.15
2025-01-01,Queens,2,LCL/LTD,Q27,Peak,1589053,15902564,10.01
2025-01-01,Queens,1,LCL/LTD,Q28,Off-Peak,5606868,53631234,9.57
2025-01-01,Queens,1,LCL/LTD,Q28,Peak,3132902,27740588,8.85
2025-01-01,Queens,2,LCL/LTD,Q28,Off-Peak,1279338,12664634,9.9
2025-01-01,Queens,2,LCL/LTD,Q28,Peak,561142,5406685,9.64
2025-01-01,Queens,1,LCL/LTD,Q29,Off-Peak,2848942,21833381,7.66
2025-01-01,Queens,1,LCL/LTD,Q29,Peak,1898827,12951464,6.82
2025-01-01,Queens,2,LCL/LTD,Q29,Off-Peak,678670,5421265,7.99
2025-01-01,Queens,2,LCL/LTD,Q29,Peak,286807,2240888,7.81
2025-01-01,Queens,1,LCL/LTD,Q3,Off-Peak,9725368,104000000,10.72
2025-01-01,Queens,1,LCL/LTD,Q3,Peak,3706675,36128232,9.75
2025-01-01,Queens,2,LCL/LTD,Q3,Off-Peak,2370996,28042178,11.83
2025-01-01,Queens,2,LCL/LTD,Q3,Peak,766349,8830739,11.52
2025-01-01,Queens,1,LCL/LTD,Q30,Off-Peak,8473628,82691899,9.76
2025-01-01,Queens,1,LCL/LTD,Q30,Peak,4171440,36483300,8.75
2025-01-01,Queens,2,LCL/LTD,Q30,Off-Peak,876146,9925682,11.33
2025-01-01,Queens,2,LCL/LTD,Q30,Peak,396197,4347677,10.97
2025-01-01,Queens,1,LCL/LTD,Q31,Off-Peak,5443949,47784496,8.78
2025-01-01,Queens,1,LCL/LTD,Q31,Peak,3024192,25044084,8.28
2025-01-01,Queens,2,LCL/LTD,Q31,Off-Peak,488444,4739738,9.7
2025-01-01,Queens,2,LCL/LTD,Q31,Peak,242185,2292329,9.47
2025-01-01,Queens,1,LCL/LTD,Q32,Off-Peak,9324124,61218688,6.57
2025-01-01,Queens,1,LCL/LTD,Q32,Peak,4596752,27757958,6.04
2025-01-01,Queens,2,LCL/LTD,Q32,Off-Peak,2410108,17061728,7.08
2025-01-01,Queens,2,LCL/LTD,Q32,Peak,1059982,7322411,6.91
2025-01-01,Queens,1,LCL/LTD,Q33,Off-Peak,3887246,25375356,6.53
2025-01-01,Queens,1,LCL/LTD,Q33,Peak,1546414,9076140,5.87
2025-01-01,Queens,2,LCL/LTD,Q33,Off-Peak,915155,6122916,6.69
2025-01-01,Queens,2,LCL/LTD,Q33,Peak,291694,1821708,6.25
2025-01-01,Queens,1,LCL/LTD,Q34,Off-Peak,4982229,36269640,7.28
2025-01-01,Queens,1,LCL/LTD,Q34,Peak,2008245,13838036,6.89
2025-01-01,Queens,1,LCL/LTD,Q35,Off-Peak,4075459,69202656,16.98
2025-01-01,Queens,1,LCL/LTD,Q35,Peak,2097040,32662631,15.58
2025-01-01,Queens,2,LCL/LTD,Q35,Off-Peak,1339975,24333347,18.16
2025-01-01,Queens,2,LCL/LTD,Q35,Peak,519206,9258455,17.83
2025-01-01,Queens,1,LCL/LTD,Q36,Off-Peak,6236530,62909219,10.09
2025-01-01,Queens,1,LCL/LTD,Q36,Peak,3461859,32847876,9.49
2025-01-01,Queens,2,LCL/LTD,Q36,Off-Peak,990402,10610600,10.71
2025-01-01,Queens,2,LCL/LTD,Q36,Peak,353607,3728048,10.54
2025-01-01,Queens,1,LCL/LTD,Q37,Off-Peak,4410636,38204708,8.66
2025-01-01,Queens,1,LCL/LTD,Q37,Peak,3024341,23882468,7.9
2025-01-01,Queens,2,LCL/LTD,Q37,Off-Peak,790982,7194226,9.1
2025-01-01,Queens,2,LCL/LTD,Q37,Peak,377091,3301042,8.75
2025-01-01,Queens,1,LCL/LTD,Q38,Off-Peak,5062125,42650914,8.43
2025-01-01,Queens,1,LCL/LTD,Q38,Peak,3298077,24945404,7.56
2025-01-01,Queens,2,LCL/LTD,Q38,Off-Peak,965059,8820079,9.14
2025-01-01,Queens,2,LCL/LTD,Q38,Peak,440597,3852907,8.74
2025-01-01,Queens,1,LCL/LTD,Q39,Off-Peak,5673234,48418646,8.53
2025-01-01,Queens,1,LCL/LTD,Q39,Peak,3432894,26480506,7.71
2025-01-01,Queens,2,LCL/LTD,Q39,Off-Peak,1019242,9994374,9.81
2025-01-01,Queens,2,LCL/LTD,Q39,Peak,295532,2788384,9.44
2025-01-01,Queens,1,LCL/LTD,Q4,Off-Peak,5658183,48777340,8.62
2025-01-01,Queens,1,LCL/LTD,Q4,Peak,3693309,28847606,7.81
2025-01-01,Queens,2,LCL/LTD,Q4,Off-Peak,1059883,9578455,9.04
2025-01-01,Queens,2,LCL/LTD,Q4,Peak,386322,3326436,8.61
2025-01-01,Queens,1,LCL/LTD,Q40,Off-Peak,2526028,18631350,7.38
2025-01-01,Queens,1,LCL/LTD,Q40,Peak,1265506,7572103,5.98
2025-01-01,Queens,2,LCL/LTD,Q40,Off-Peak,595138,4882172,8.2
2025-01-01,Queens,2,LCL/LTD,Q40,Peak,223503,1754467,7.85
2025-01-01,Queens,1,LCL/LTD,Q41,Off-Peak,4632295,40678279,8.78
2025-01-01,Queens,1,LCL/LTD,Q41,Peak,2755170,21615556,7.85
2025-01-01,Queens,2,LCL/LTD,Q41,Off-Peak,753316,7247192,9.62
2025-01-01,Queens,2,LCL/LTD,Q41,Peak,328588,3106307,9.45
2025-01-01,Queens,1,LCL/LTD,Q42,Off-Peak,763650,7289122,9.55
2025-01-01,Queens,1,LCL/LTD,Q42,Peak,647597,5363219,8.28
2025-01-01,Queens,1,LCL/LTD,Q43,Off-Peak,9031039,82481605,9.13
2025-01-01,Queens,1,LCL/LTD,Q43,Peak,4560157,40952128,8.98
2025-01-01,Queens,2,LCL/LTD,Q43,Off-Peak,1768128,16787142,9.49
2025-01-01,Queens,2,LCL/LTD,Q43,Peak,719732,6767550,9.4
2025-01-01,Queens,1,SBS,Q44+,Off-Peak,21148209,216000000,10.2
2025-01-01,Queens,1,SBS,Q44+,Peak,8339518,76987537,9.23
2025-01-01,Queens,2,SBS,Q44+,Off-Peak,5002293,55680451,11.13
2025-01-01,Queens,2,SBS,Q44+,Peak,1780701,19155931,10.76
2025-01-01,Queens,1,LCL/LTD,Q46,Off-Peak,11922264,145000000,12.16
2025-01-01,Queens,1,LCL/LTD,Q46,Peak,7063631,82419026,11.67
2025-01-01,Queens,2,LCL/LTD,Q46,Off-Peak,2380627,31294040,13.15
2025-01-01,Queens,2,LCL/LTD,Q46,Peak,995850,12559295,12.61
2025-01-01,Queens,1,LCL/LTD,Q47,Off-Peak,5182293,38105917,7.35
2025-01-01,Queens,1,LCL/LTD,Q47,Peak,4087894,26900006,6.58
2025-01-01,Queens,2,LCL/LTD,Q47,Off-Peak,844548,6225534,7.37
2025-01-01,Queens,2,LCL/LTD,Q47,Peak,402762,2797402,6.95
2025-01-01,Queens,1,LCL/LTD,Q48,Off-Peak,2048357,31042548,15.15
2025-01-01,Queens,1,LCL/LTD,Q48,Peak,982383,12458779,12.68
2025-01-01,Queens,2,LCL/LTD,Q48,Off-Peak,693796,8270950,11.92
2025-01-01,Queens,2,LCL/LTD,Q48,Peak,269878,3187285,11.81
2025-01-01,Queens,1,LCL/LTD,Q49,Off-Peak,3507425,22962982,6.55
2025-01-01,Queens,1,LCL/LTD,Q49,Peak,2253052,13057801,5.8
2025-01-01,Queens,2,LCL/LTD,Q49,Off-Peak,846645,5491818,6.49
2025-01-01,Queens,2,LCL/LTD,Q49,Peak,344694,2122236,6.16
2025-01-01,Queens,1,LCL/LTD,Q5,Off-Peak,7373695,65609543,8.9
2025-01-01,Queens,1,LCL/LTD,Q5,Peak,3457492,28121976,8.13
2025-01-01,Queens,2,LCL/LTD,Q5,Off-Peak,1349442,12422502,9.21
2025-01-01,Queens,2,LCL/LTD,Q5,Peak,589482,5124506,8.69
2025-01-01,Queens,1,LCL/LTD,Q50,Off-Peak,2699561,42235729,15.65
2025-01-01,Queens,1,LCL/LTD,Q50,Peak,1719232,22448794,13.06
2025-01-01,Queens,2,LCL/LTD,Q50,Off-Peak,484544,7915838,16.34
2025-01-01,Queens,2,LCL/LTD,Q50,Peak,188338,3037763,16.13
2025-01-01,Queens,1,SBS,Q52+,Off-Peak,4236713,59713675,14.09
2025-01-01,Queens,1,SBS,Q52+,Peak,2243418,29803248,13.28
2025-01-01,Queens,2,SBS,Q52+,Off-Peak,1084334,15410930,14.21
2025-01-01,Queens,2,SBS,Q52+,Peak,461353,6481411,14.05
2025-01-01,Queens,1,SBS,Q53+,Off-Peak,10628867,132000000,12.39
2025-01-01,Queens,1,SBS,Q53+,Peak,5072228,59046080,11.64
2025-01-01,Queens,2,SBS,Q53+,Off-Peak,2885669,34999873,12.13
2025-01-01,Queens,2,SBS,Q53+,Peak,1080723,12989358,12.02
2025-01-01,Queens,1,LCL/LTD,Q54,Off-Peak,5255049,41142586,7.83
2025-01-01,Queens,1,LCL/LTD,Q54,Peak,2171568,14330326,6.6
2025-01-01,Queens,2,LCL/LTD,Q54,Off-Peak,1094240,9336305,8.53
2025-01-01,Queens,2,LCL/LTD,Q54,Peak,384017,3167359,8.25
2025-01-01,Queens,1,LCL/LTD,Q55,Off-Peak,4253335,37373695,8.79
2025-01-01,Queens,1,LCL/LTD,Q55,Peak,2269710,16977834,7.48
2025-01-01,Queens,2,LCL/LTD,Q55,Off-Peak,876965,8486136,9.68
2025-01-01,Queens,2,LCL/LTD,Q55,Peak,332986,3065695,9.21
2025-01-01,Queens,1,LCL/LTD,Q56,Off-Peak,2676597,18628553,6.96
2025-01-01,Queens,1,LCL/LTD,Q56,Peak,1351717,8467524,6.26
2025-01-01,Queens,2,LCL/LTD,Q56,Off-Peak,646588,5034744,7.79
2025-01-01,Queens,2,LCL/LTD,Q56,Peak,186715,1441768,7.72
2025-01-01,Queens,1,LCL/LTD,Q58,Off-Peak,20894581,164000000,7.87
2025-01-01,Queens,1,LCL/LTD,Q58,Peak,11030553,77957323,7.07
2025-01-01,Queens,2,LCL/LTD,Q58,Off-Peak,5221822,41344556,7.92
2025-01-01,Queens,2,LCL/LTD,Q58,Peak,2024637,15907205,7.86
2025-01-01,Queens,1,LCL/LTD,Q59,Off-Peak,5822665,44800560,7.69
2025-01-01,Queens,1,LCL/LTD,Q59,Peak,3178432,21206837,6.67
2025-01-01,Queens,2,LCL/LTD,Q59,Off-Peak,1423516,12075242,8.48
2025-01-01,Queens,2,LCL/LTD,Q59,Peak,584508,4614322,7.89
2025-01-01,Queens,1,LCL/LTD,Q6,Off-Peak,6753563,52772256,7.81
2025-01-01,Queens,1,LCL/LTD,Q6,Peak,3320905,22199998,6.68
2025-01-01,Queens,2,LCL/LTD,Q6,Off-Peak,1382979,12244176,8.85
2025-01-01,Queens,2,LCL/LTD,Q6,Peak,607164,5205985,8.57
2025-01-01,Queens,1,LCL/LTD,Q60,Off-Peak,11046421,85779508,7.77
2025-01-01,Queens,1,LCL/LTD,Q60,Peak,4503897,31472827,6.99
2025-01-01,Queens,2,LCL/LTD,Q60,Off-Peak,2668820,22036028,8.26
2025-01-01,Queens,2,LCL/LTD,Q60,Peak,1144722,8953841,7.82
2025-01-01,Queens,1,LCL/LTD,Q64,Off-Peak,3677702,36807876,10.01
2025-01-01,Queens,1,LCL/LTD,Q64,Peak,2663209,23346706,8.77
2025-01-01,Queens,2,LCL/LTD,Q64,Off-Peak,685427,7406006,10.8
2025-01-01,Queens,2,LCL/LTD,Q64,Peak,247143,2553970,10.33
2025-01-01,Queens,1,LCL/LTD,Q65,Off-Peak,10988485,90797533,8.26
2025-01-01,Queens,1,LCL/LTD,Q65,Peak,6962958,53958863,7.75
2025-01-01,Queens,2,LCL/LTD,Q65,Off-Peak,2464343,20844698,8.46
2025-01-01,Queens,2,LCL/LTD,Q65,Peak,1073715,8919925,8.31
2025-01-01,Queens,1,LCL/LTD,Q66,Off-Peak,9486485,79438111,8.37
2025-01-01,Queens,1,LCL/LTD,Q66,Peak,5018293,39046320,7.78
2025-01-01,Queens,2,LCL/LTD,Q66,Off-Peak,2496825,20722673,8.3
2025-01-01,Queens,2,LCL/LTD,Q66,Peak,933755,7428658,7.96
2025-01-01,Queens,1,LCL/LTD,Q67,Off-Peak,2525318,24518808,9.71
2025-01-01,Queens,1,LCL/LTD,Q67,Peak,1751924,15489796,8.84
2025-01-01,Queens,2,LCL/LTD,Q67,Off-Peak,259828,2787660,10.73
2025-01-01,Queens,2,LCL/LTD,Q67,Peak,78139,787341.6,10.08
2025-01-01,Queens,1,LCL/LTD,Q69,Off-Peak,5696417,43066624,7.56
2025-01-01,Queens,1,LCL/LTD,Q69,Peak,3739185,26552182,7.1
2025-01-01,Queens,2,LCL/LTD,Q69,Off-Peak,1452840,11918290,8.2
2025-01-01,Queens,2,LCL/LTD,Q69,Peak,586072,4796467,8.18
2025-01-01,Queens,1,LCL/LTD,Q7,Off-Peak,2680667,21591133,8.05
2025-01-01,Queens,1,LCL/LTD,Q7,Peak,1473120,11321086,7.69
2025-01-01,Queens,2,LCL/LTD,Q7,Off-Peak,454236,4195422,9.24
2025-01-01,Queens,2,LCL/LTD,Q7,Peak,180469,1577052,8.74
2025-01-01,Queens,1,SBS,Q70+,Off-Peak,4649093,60945588,13.11
2025-01-01,Queens,1,SBS,Q70+,Peak,1888975,21365982,11.31
2025-01-01,Queens,2,SBS,Q70+,Off-Peak,1328518,17608626,13.25
2025-01-01,Queens,2,SBS,Q70+,Peak,435593,5349456,12.28
2025-01-01,Queens,1,LCL/LTD,Q72,Off-Peak,3451035,24272748,7.03
2025-01-01,Queens,1,LCL/LTD,Q72,Peak,1966960,11278775,5.73
2025-01-01,Queens,2,LCL/LTD,Q72,Off-Peak,733330,4812707,6.56
2025-01-01,Queens,2,LCL/LTD,Q72,Peak,298233,1857316,6.23
2025-01-01,Queens,1,LCL/LTD,Q76,Off-Peak,5837068,58363657,10
2025-01-01,Queens,1,LCL/LTD,Q76,Peak,3057041,29142986,9.53
2025-01-01,Queens,2,LCL/LTD,Q76,Off-Peak,900230,10042366,11.16
2025-01-01,Queens,2,LCL/LTD,Q76,Peak,413917,4566204,11.03
2025-01-01,Queens,1,LCL/LTD,Q77,Off-Peak,5304453,47266229,8.91
2025-01-01,Queens,1,LCL/LTD,Q77,Peak,2922691,24601921,8.42
2025-01-01,Queens,2,LCL/LTD,Q77,Off-Peak,658885,6570756,9.97
2025-01-01,Queens,2,LCL/LTD,Q77,Peak,307132,3122359,10.17
2025-01-01,Queens,1,LCL/LTD,Q8,Off-Peak,7324328,54207313,7.4
2025-01-01,Queens,1,LCL/LTD,Q8,Peak,3961490,26299890,6.64
2025-01-01,Queens,2,LCL/LTD,Q8,Off-Peak,1775060,14585681,8.22
2025-01-01,Queens,2,LCL/LTD,Q8,Peak,783206,6372853,8.14
2025-01-01,Queens,1,LCL/LTD,Q83,Off-Peak,6080748,54841410,9.02
2025-01-01,Queens,1,LCL/LTD,Q83,Peak,3576933,28881864,8.07
2025-01-01,Queens,2,LCL/LTD,Q83,Off-Peak,1279227,12615246,9.86
2025-01-01,Queens,2,LCL/LTD,Q83,Peak,536911,5020164,9.35
2025-01-01,Queens,1,LCL/LTD,Q84,Off-Peak,3238109,35904092,11.09
2025-01-01,Queens,1,LCL/LTD,Q84,Peak,1748539,17004557,9.73
2025-01-01,Queens,2,LCL/LTD,Q84,Off-Peak,596200,6912086,11.59
2025-01-01,Queens,2,LCL/LTD,Q84,Peak,267683,3014302,11.26
2025-01-01,Queens,1,LCL/LTD,Q85,Off-Peak,7768722,77706295,10
2025-01-01,Queens,1,LCL/LTD,Q85,Peak,4130487,37497168,9.08
2025-01-01,Queens,2,LCL/LTD,Q85,Off-Peak,1445101,15039878,10.41
2025-01-01,Queens,2,LCL/LTD,Q85,Peak,558209,5656057,10.13
2025-01-01,Queens,1,LCL/LTD,Q88,Off-Peak,7310552,85526716,11.7
2025-01-01,Queens,1,LCL/LTD,Q88,Peak,4602618,50017133,10.87
2025-01-01,Queens,2,LCL/LTD,Q88,Off-Peak,1477848,18287827,12.37
2025-01-01,Queens,2,LCL/LTD,Q88,Peak,650378,7778005,11.96
2025-01-01,Queens,1,LCL/LTD,Q9,Off-Peak,2726697,20952922,7.68
2025-01-01,Queens,1,LCL/LTD,Q9,Peak,1507478,9597892,6.37
2025-01-01,Queens,2,LCL/LTD,Q9,Off-Peak,569150,4948585,8.69
2025-01-01,Queens,2,LCL/LTD,Q9,Peak,239087,2011064,8.41
2025-01-01,Queens,1,LCL/LTD,Q97,Off-Peak,1427169,24707268,17.31
2025-01-01,Queens,1,LCL/LTD,Q97,Peak,511027,7281079,14.25
2025-01-01,Queens,2,LCL/LTD,Q97,Off-Peak,281275,5115366,18.19
2025-01-01,Queens,2,LCL/LTD,Q97,Peak,90567,1637615,18.08
2025-01-01,Queens,1,EXP,QM1,Off-Peak,93894,1527433,16.27
2025-01-01,Queens,1,EXP,QM1,Peak,479535,5959786,12.43
2025-01-01,Queens,1,EXP,QM12,Off-Peak,84936,999828,11.77
2025-01-01,Queens,1,EXP,QM12,Peak,216471,1999879,9.24
2025-01-01,Queens,1,EXP,QM15,Off-Peak,2154770,28561943,13.26
2025-01-01,Queens,1,EXP,QM15,Peak,1130663,13891990,12.29
2025-01-01,Queens,2,EXP,QM15,Off-Peak,123733,1639296,13.25
2025-01-01,Queens,2,EXP,QM15,Peak,64275,875890.8,13.63
2025-01-01,Queens,1,EXP,QM17,Off-Peak,656419,9845424,15
2025-01-01,Queens,1,EXP,QM17,Peak,1140758,15120245,13.25
2025-01-01,Queens,1,EXP,QM18,Off-Peak,92672,1040569,11.23
2025-01-01,Queens,1,EXP,QM18,Peak,717115,7004106,9.77
2025-01-01,Queens,1,EXP,QM2,Off-Peak,848852,11225297,13.22
2025-01-01,Queens,1,EXP,QM2,Peak,780412,9780484,12.53
2025-01-01,Queens,2,EXP,QM2,Off-Peak,171142,2322043,13.57
2025-01-01,Queens,2,EXP,QM2,Peak,94517,1345702,14.24
2025-01-01,Queens,1,EXP,QM20,Off-Peak,886280,12804350,14.45
2025-01-01,Queens,1,EXP,QM20,Peak,958561,12290198,12.82
2025-01-01,Queens,1,EXP,QM21,Off-Peak,298598,4729442,15.84
2025-01-01,Queens,1,EXP,QM21,Peak,625005,8217392,13.15
2025-01-01,Queens,1,EXP,QM25,Off-Peak,182520,3115454,17.07
2025-01-01,Queens,1,EXP,QM25,Peak,495170,7923139,16
2025-01-01,Queens,1,EXP,QM31,Off-Peak,4505,95436,21.18
2025-01-01,Queens,1,EXP,QM31,Peak,579147,8319560,14.37
2025-01-01,Queens,1,EXP,QM32,Off-Peak,164132,2841829,17.31
2025-01-01,Queens,1,EXP,QM32,Peak,804627,12693946,15.78
2025-01-01,Queens,1,EXP,QM35,Off-Peak,211724,3346301,15.81
2025-01-01,Queens,1,EXP,QM35,Peak,576203,8657784,15.03
2025-01-01,Queens,1,EXP,QM36,Off-Peak,107991,1952100,18.08
2025-01-01,Queens,1,EXP,QM36,Peak,232372,3886776,16.73
2025-01-01,Queens,1,EXP,QM42,Off-Peak,25486,360158.4,14.13
2025-01-01,Queens,1,EXP,QM42,Peak,219187,2723746,12.43
2025-01-01,Queens,1,EXP,QM5,Off-Peak,960513,13891712,14.46
2025-01-01,Queens,1,EXP,QM5,Peak,587988,7258007,12.34
2025-01-01,Queens,2,EXP,QM5,Off-Peak,160825,2165249,13.46
2025-01-01,Queens,2,EXP,QM5,Peak,77289,1020895,13.21
2025-01-01,Queens,1,EXP,QM6,Off-Peak,543802,8460511,15.56
2025-01-01,Queens,1,EXP,QM6,Peak,514863,6705022,13.02
2025-01-01,Queens,2,EXP,QM6,Off-Peak,282884,4096260,14.48
2025-01-01,Queens,2,EXP,QM6,Peak,92626,1271542,13.73
2025-01-01,Queens,1,EXP,QM7,Off-Peak,414515,8833680,21.31
2025-01-01,Queens,1,EXP,QM7,Peak,604711,11402248,18.86
2025-01-01,Queens,1,EXP,QM8,Off-Peak,127161,2316665,18.22
2025-01-01,Queens,1,EXP,QM8,Peak,550052,9994525,18.17
2025-01-01,Queens,1,EXP,X63,Off-Peak,504751,6955528,13.78
2025-01-01,Queens,1,EXP,X63,Peak,1094681,12865903,11.75
2025-01-01,Queens,1,EXP,X64,Off-Peak,277141,3903163,14.08
2025-01-01,Queens,1,EXP,X64,Peak,753421,8581025,11.39
2025-01-01,Queens,1,EXP,X68,Off-Peak,428383,6278508,14.66
2025-01-01,Queens,1,EXP,X68,Peak,853031,10362370,12.15
2025-01-01,Staten Island,1,LCL/LTD,S40,Off-Peak,3111275,49747165,15.99
2025-01-01,Staten Island,1,LCL/LTD,S40,Peak,1142443,16935206,14.82
2025-01-01,Staten Island,2,LCL/LTD,S40,Off-Peak,704132,11703496,16.62
2025-01-01,Staten Island,2,LCL/LTD,S40,Peak,263311,4431715,16.83
2025-01-01,Staten Island,1,LCL/LTD,S42,Off-Peak,235517,3087079,13.11
2025-01-01,Staten Island,1,LCL/LTD,S42,Peak,270242,3209947,11.88
2025-01-01,Staten Island,1,LCL/LTD,S44,Off-Peak,4841484,54874678,11.33
2025-01-01,Staten Island,1,LCL/LTD,S44,Peak,2057581,22158076,10.77
2025-01-01,Staten Island,2,LCL/LTD,S44,Off-Peak,1176849,14070262,11.96
2025-01-01,Staten Island,2,LCL/LTD,S44,Peak,514627,6168481,11.99
2025-01-01,Staten Island,1,LCL/LTD,S46,Off-Peak,4845168,53868089,11.12
2025-01-01,Staten Island,1,LCL/LTD,S46,Peak,1564668,15834578,10.12
2025-01-01,Staten Island,2,LCL/LTD,S46,Off-Peak,1135748,13953002,12.29
2025-01-01,Staten Island,2,LCL/LTD,S46,Peak,397799,4770407,11.99
2025-01-01,Staten Island,1,LCL/LTD,S48,Off-Peak,3794584,37631171,9.92
2025-01-01,Staten Island,1,LCL/LTD,S48,Peak,1289573,11571829,8.97
2025-01-01,Staten Island,2,LCL/LTD,S48,Off-Peak,905075,9493751,10.49
2025-01-01,Staten Island,2,LCL/LTD,S48,Peak,350922,3470544,9.89
2025-01-01,Staten Island,1,LCL/LTD,S51,Off-Peak,2597290,33063401,12.73
2025-01-01,Staten Island,1,LCL/LTD,S51,Peak,1000377,11955265,11.95
2025-01-01,Staten Island,2,LCL/LTD,S51,Off-Peak,591228,7958477,13.46
2025-01-01,Staten Island,2,LCL/LTD,S51,Peak,181494,2243023,12.36
2025-01-01,Staten Island,1,LCL/LTD,S53,Off-Peak,6421590,78137028,12.17
2025-01-01,Staten Island,1,LCL/LTD,S53,Peak,2812115,30671316,10.91
2025-01-01,Staten Island,2,LCL/LTD,S53,Off-Peak,1530979,20169648,13.17
2025-01-01,Staten Island,2,LCL/LTD,S53,Peak,599608,7407972,12.35
2025-01-01,Staten Island,1,LCL/LTD,S54,Off-Peak,1732571,21597721,12.47
2025-01-01,Staten Island,1,LCL/LTD,S54,Peak,690675,7807298,11.3
2025-01-01,Staten Island,1,LCL/LTD,S55,Off-Peak,821979,11302445,13.75
2025-01-01,Staten Island,1,LCL/LTD,S55,Peak,565820,7917811,13.99
2025-01-01,Staten Island,1,LCL/LTD,S56,Off-Peak,698635,9415789,13.48
2025-01-01,Staten Island,1,LCL/LTD,S56,Peak,497086,6947982,13.98
2025-01-01,Staten Island,1,LCL/LTD,S57,Off-Peak,2004376,25761794,12.85
2025-01-01,Staten Island,1,LCL/LTD,S57,Peak,1093682,12417217,11.35
2025-01-01,Staten Island,2,LCL/LTD,S57,Off-Peak,561024,7950571,14.17
2025-01-01,Staten Island,2,LCL/LTD,S57,Peak,261501,3720928,14.23
2025-01-01,Staten Island,1,LCL/LTD,S59,Off-Peak,3641557,46881126,12.87
2025-01-01,Staten Island,1,LCL/LTD,S59,Peak,1800837,24120360,13.39
2025-01-01,Staten Island,2,LCL/LTD,S59,Off-Peak,787729,9923929,12.6
2025-01-01,Staten Island,2,LCL/LTD,S59,Peak,352802,4300780,12.19
2025-01-01,Staten Island,1,LCL/LTD,S61,Off-Peak,3693238,46834672,12.68
2025-01-01,Staten Island,1,LCL/LTD,S61,Peak,1342985,16172780,12.04
2025-01-01,Staten Island,2,LCL/LTD,S61,Off-Peak,720883,9740347,13.51
2025-01-01,Staten Island,2,LCL/LTD,S61,Peak,319804,4376657,13.69
2025-01-01,Staten Island,1,LCL/LTD,S66,Off-Peak,1848555,22679392,12.27
2025-01-01,Staten Island,1,LCL/LTD,S66,Peak,957195,10156691,10.61
2025-01-01,Staten Island,1,LCL/LTD,S74,Off-Peak,3884964,52744216,13.58
2025-01-01,Staten Island,1,LCL/LTD,S74,Peak,1504388,17693431,11.76
2025-01-01,Staten Island,2,LCL/LTD,S74,Off-Peak,992071,14362816,14.48
2025-01-01,Staten Island,2,LCL/LTD,S74,Peak,311334,4368762,14.03
2025-01-01,Staten Island,1,LCL/LTD,S76,Off-Peak,2589699,28878088,11.15
2025-01-01,Staten Island,1,LCL/LTD,S76,Peak,1307957,13627595,10.42
2025-01-01,Staten Island,2,LCL/LTD,S76,Off-Peak,358159,4462056,12.46
2025-01-01,Staten Island,2,LCL/LTD,S76,Peak,206419,2587198,12.53
2025-01-01,Staten Island,1,LCL/LTD,S78,Off-Peak,4802577,62912930,13.1
2025-01-01,Staten Island,1,LCL/LTD,S78,Peak,1465081,18812290,12.84
2025-01-01,Staten Island,2,LCL/LTD,S78,Off-Peak,850542,12000722,14.11
2025-01-01,Staten Island,2,LCL/LTD,S78,Peak,269200,3706052,13.77
2025-01-01,Staten Island,1,SBS,S79+,Off-Peak,8531005,127000000,14.9
2025-01-01,Staten Island,1,SBS,S79+,Peak,4763645,69792271,14.65
2025-01-01,Staten Island,2,SBS,S79+,Off-Peak,1969892,29234016,14.84
2025-01-01,Staten Island,2,SBS,S79+,Peak,929531,13934909,14.99
2025-01-01,Staten Island,1,LCL/LTD,S81,Off-Peak,18752,268020,14.29
2025-01-01,Staten Island,1,LCL/LTD,S81,Peak,178098,2304972,12.94
2025-01-01,Staten Island,1,LCL/LTD,S84,Off-Peak,39465,596808,15.12
2025-01-01,Staten Island,1,LCL/LTD,S84,Peak,136617,1850105,13.54
2025-01-01,Staten Island,1,LCL/LTD,S86,Peak,99321,1164845,11.73
2025-01-01,Staten Island,1,LCL/LTD,S89,Off-Peak,414156,7030001,16.97
2025-01-01,Staten Island,1,LCL/LTD,S89,Peak,921126,14851606,16.12
2025-01-01,Staten Island,1,LCL/LTD,S90,Off-Peak,388279,6864408,17.68
2025-01-01,Staten Island,1,LCL/LTD,S90,Peak,478400,7980523,16.68
2025-01-01,Staten Island,1,LCL/LTD,S91,Off-Peak,191106,2325712,12.17
2025-01-01,Staten Island,1,LCL/LTD,S91,Peak,534813,6310343,11.8
2025-01-01,Staten Island,1,LCL/LTD,S93,Off-Peak,2992227,44198604,14.77
2025-01-01,Staten Island,1,LCL/LTD,S93,Peak,1967740,25895941,13.16
2025-01-01,Staten Island,1,LCL/LTD,S94,Off-Peak,147369,1925312,13.06
