ResponseTimestamp,VehicleRef,Latitude,Longitude,Destination,Origin
2024-04-01T15:22:26.972-04:00,MTA NYCT_9488,40.720466,-73.997924,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:22:26.972-04:00,MTA NYCT_9481,40.810446,-73.937223,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-01T15:22:26.972-04:00,MTA NYCT_9567,40.753196,-73.981083,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:22:26.972-04:00,MTA NYCT_9484,40.803444,-73.94238,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:22:26.972-04:00,MTA NYCT_9497,40.785505,-73.957512,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:22:26.972-04:00,MTA NYCT_9472,40.730738,-73.992768,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:22:26.972-04:00,MTA NYCT_9499,40.764599,-73.972781,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:22:26.972-04:00,MTA NYCT_9560,40.82139,-73.936416,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:22:26.972-04:00,MTA NYCT_9482,40.769542,-73.967068,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-01T15:22:26.972-04:00,MTA NYCT_9584,40.78988,-73.952228,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-01T15:22:26.972-04:00,MTA NYCT_9473,40.730808,-73.99053,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:22:26.972-04:00,MTA NYCT_9466,40.735069,-73.990043,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:22:26.972-04:00,MTA NYCT_9576,40.770777,-73.968255,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:22:26.972-04:00,MTA NYCT_9477,40.759081,-73.974687,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:22:26.972-04:00,MTA NYCT_9577,40.747612,-73.983066,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-01T15:22:26.972-04:00,MTA NYCT_9494,40.786413,-73.95685,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:22:26.972-04:00,MTA NYCT_9583,40.774349,-73.963558,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:22:26.972-04:00,MTA NYCT_9573,40.79409,-73.951246,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:22:26.972-04:00,MTA NYCT_9565,40.747347,-73.985349,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:22:26.972-04:00,MTA NYCT_9586,40.813545,-73.937042,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:22:26.972-04:00,MTA NYCT_9469,40.783375,-73.959061,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:22:26.972-04:00,MTA NYCT_9568,40.80576,-73.942736,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:22:26.972-04:00,MTA NYCT_9571,40.790984,-73.953518,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:22:26.972-04:00,MTA NYCT_9474,40.816387,-73.938303,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:22:26.972-04:00,MTA NYCT_9498,40.800137,-73.946834,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:22:59.395-04:00,MTA NYCT_9488,40.720466,-73.997924,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:22:59.395-04:00,MTA NYCT_9472,40.730642,-73.992541,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:22:59.395-04:00,MTA NYCT_9576,40.770239,-73.968651,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:22:59.395-04:00,MTA NYCT_9584,40.790141,-73.952037,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-01T15:22:59.395-04:00,MTA NYCT_9586,40.81256,-73.93777,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:22:59.395-04:00,MTA NYCT_9560,40.82139,-73.936416,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:22:59.395-04:00,MTA NYCT_9568,40.806336,-73.944187,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:22:59.395-04:00,MTA NYCT_9474,40.815463,-73.936085,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:22:59.395-04:00,MTA NYCT_9466,40.735107,-73.990046,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:22:59.395-04:00,MTA NYCT_9473,40.730808,-73.99053,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:22:59.395-04:00,MTA NYCT_9477,40.759081,-73.974687,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:22:59.395-04:00,MTA NYCT_9573,40.793783,-73.951468,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:22:59.395-04:00,MTA NYCT_9577,40.747553,-73.983109,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-01T15:22:59.395-04:00,MTA NYCT_9583,40.774528,-73.963428,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:22:59.395-04:00,MTA NYCT_9498,40.798794,-73.947798,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:22:59.395-04:00,MTA NYCT_9494,40.7864,-73.95686,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:22:59.395-04:00,MTA NYCT_9565,40.74725,-73.98542,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:22:59.395-04:00,MTA NYCT_9484,40.803694,-73.942198,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:22:59.395-04:00,MTA NYCT_9497,40.785173,-73.957757,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:22:59.395-04:00,MTA NYCT_9571,40.79048,-73.953885,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:22:59.395-04:00,MTA NYCT_9481,40.810995,-73.936849,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-01T15:22:59.395-04:00,MTA NYCT_9469,40.781896,-73.960139,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:22:59.395-04:00,MTA NYCT_9482,40.770286,-73.96652,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-01T15:22:59.395-04:00,MTA NYCT_9567,40.752999,-73.981228,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:22:59.395-04:00,MTA NYCT_9499,40.764045,-73.97318,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:23:32.051-04:00,MTA NYCT_9488,40.720466,-73.997924,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:23:32.051-04:00,MTA NYCT_9481,40.81226,-73.936526,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-01T15:23:32.051-04:00,MTA NYCT_9568,40.806189,-73.944467,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:23:32.051-04:00,MTA NYCT_9498,40.797898,-73.948483,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:23:32.051-04:00,MTA NYCT_9586,40.812431,-73.937863,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:23:32.051-04:00,MTA NYCT_9583,40.775244,-73.962908,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:23:32.051-04:00,MTA NYCT_9577,40.74811,-73.982701,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-01T15:23:32.051-04:00,MTA NYCT_9560,40.82139,-73.936416,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:23:32.051-04:00,MTA NYCT_9474,40.815474,-73.936109,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:23:32.051-04:00,MTA NYCT_9484,40.804361,-73.941707,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:23:32.051-04:00,MTA NYCT_9573,40.793476,-73.951691,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:23:32.051-04:00,MTA NYCT_9473,40.730808,-73.99053,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:23:32.051-04:00,MTA NYCT_9477,40.759081,-73.974687,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:23:32.051-04:00,MTA NYCT_9584,40.790775,-73.95157,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-01T15:23:32.051-04:00,MTA NYCT_9472,40.730094,-73.992811,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:23:32.051-04:00,MTA NYCT_9494,40.786199,-73.957006,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:23:32.051-04:00,MTA NYCT_9497,40.785001,-73.957885,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:23:32.051-04:00,MTA NYCT_9571,40.790215,-73.954079,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:23:32.051-04:00,MTA NYCT_9565,40.745445,-73.986736,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:23:32.051-04:00,MTA NYCT_9499,40.762733,-73.974116,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:23:32.051-04:00,MTA NYCT_9469,40.781723,-73.960264,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:23:32.051-04:00,MTA NYCT_9482,40.770318,-73.966496,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-01T15:23:32.051-04:00,MTA NYCT_9567,40.752999,-73.981228,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:23:32.051-04:00,MTA NYCT_9576,40.770199,-73.968681,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:23:32.051-04:00,MTA NYCT_9466,40.736925,-73.98864,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:24:03.565-04:00,MTA NYCT_9473,40.730103,-73.991255,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:24:03.565-04:00,MTA NYCT_9488,40.720466,-73.997924,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:24:03.565-04:00,MTA NYCT_9568,40.806189,-73.944467,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:24:03.565-04:00,MTA NYCT_9499,40.761633,-73.97493,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:24:03.565-04:00,MTA NYCT_9565,40.743245,-73.98833,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:24:03.565-04:00,MTA NYCT_9472,40.729586,-73.993247,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:24:03.565-04:00,MTA NYCT_9573,40.791778,-73.952937,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:24:03.565-04:00,MTA NYCT_9560,40.82139,-73.936416,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:24:03.565-04:00,MTA NYCT_9576,40.768611,-73.969837,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:24:03.565-04:00,MTA NYCT_9584,40.790854,-73.951511,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-01T15:24:03.565-04:00,MTA NYCT_9477,40.759081,-73.974687,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:24:03.565-04:00,MTA NYCT_9481,40.812533,-73.937161,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-01T15:24:03.565-04:00,MTA NYCT_9571,40.78999,-73.954243,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:24:03.565-04:00,MTA NYCT_9577,40.748992,-73.982056,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-01T15:24:03.565-04:00,MTA NYCT_9498,40.796385,-73.949584,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:24:03.565-04:00,MTA NYCT_9583,40.775488,-73.962732,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:24:03.565-04:00,MTA NYCT_9469,40.781458,-73.960457,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:24:03.565-04:00,MTA NYCT_9482,40.770661,-73.966247,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-01T15:24:03.565-04:00,MTA NYCT_9484,40.804821,-73.941373,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:24:03.565-04:00,MTA NYCT_9494,40.785213,-73.957727,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:24:03.565-04:00,MTA NYCT_9586,40.811891,-73.938266,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:24:03.565-04:00,MTA NYCT_9474,40.815119,-73.935893,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:24:03.565-04:00,MTA NYCT_9497,40.783789,-73.958762,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:24:03.565-04:00,MTA NYCT_9567,40.752999,-73.981228,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:24:03.565-04:00,MTA NYCT_9466,40.736959,-73.988617,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:24:36.712-04:00,MTA NYCT_9473,40.730103,-73.991255,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:24:36.712-04:00,MTA NYCT_9488,40.720466,-73.997924,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:24:36.712-04:00,MTA NYCT_9469,40.780426,-73.961219,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-01T15:24:36.712-04:00,MTA NYCT_9484,40.805922,-73.940492,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-01T15:24:36.712-04:00,MTA NYCT_9571,40.789301,-73.954746,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-01T15:24:36.712-04:00,MTA NYCT_9584,40.791249,-73.951223,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-01T15:24:36.712-04:00,MTA NYCT_9481,40.812994,-73.937451,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-01T15:24:36.712-04:00,MTA NYCT_9560,40.82139,-73.936416,HARLEM 147 ST via MADISON AV,MTA_400080
